task	query	url	rank	query_relevance	task_relevance
11	 清华大学陈明游泳馆 价格	http://bj.meituan.com/shop/71532526	9	1	1
11	 清华大学游泳馆学生票价格	http://www.dianping.com/review/32362998	0	3	3
1	 破冰游戏 员工培训	http://www.hudong67.com/article/248.html	4	2	2
4	 国际航班 违禁液体	http://www.wenku1.com/list/%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E6%B6%B2%E4%BD%93%E6%90%BA%E5%B8%A6%E8%A7%84%E5%AE%9A/	9	1	2
4	 国际航班允许行李的重量和体积限制	http://xl.xkyn.com/zixun-qkeecpbek.htm	1	2	2
3	 清华大学附近 死飞购买	http://www.17house.com/gonglue/zhidao/136/740939.htm	4	0	0
2	十渡	http://www.shidutravel.com/	8	0	0
2	 北京周边游玩地点	http://www.yesky.com/250/1926250.shtml?	9	3	2
2	五一北京周边游 攻略	http://wan.cncn.com/guide_411.htm	4	3	2
2	 5月 北京周边	http://www.mafengwo.cn/wenda/detail-2516671.html	1	2	1
12	辽宁号型号	http://china.makepolo.com/product-detail/100483349402.html	5	3	3
2	 5月 北京周边 度假	http://www.17u.net/travellist/zhoubian-53-5-day	8	1	1
12	辽宁号型号	http://tonglu.19lou.com/mip/forum-1550-thread-106901352095990454-1-1.html	6	0	0
3	 清华大学附近购买死飞	http://fenlei.iask.sina.com.cn/detail/12074626.html	5	0	0
12	 辽宁舰航速和武器装备	http://max.book118.com/html/2017/0314/95339383.shtm	2	3	3
1	 10人破冰游戏	http://doc.mbalib.com/view/094192b28718a68e92037d597187a563.html	0	2	2
10	iPhone关税	http://www.gaodun.com/news/q_10740252_p1/	0	0	0
10	iphone6行货价格	http://product.it168.com/detail/doc/844554/index.shtml	3	3	3
2	白洋淀 旅游	http://www.tourbyd.cn/	2	2	2
10	iPhone6 售价	http://wap.zol.com.cn/274/273715/index.html	1	2	2
3	清华买死飞	http://gw.xuanliwang.com/cncn/ee3p03vul3ctfsdj4.html	3	1	0
2	北京到承德坝上草原价格	http://hotel.qunar.com/city/chengde/dt-3269?from=travelhotelplace	8	2	2
4	国际航班 必须托运的东西	http://www.xkyn.com/wenzhai/yuedu-317416761.htm	7	2	2
4	 国际航空不能托运的	http://www.sharewithu.com/qa/problem.php?id=205475	5	1	1
3	清华附近购买死飞	http://www.dianping.com/search/around/213/20_12361325/d1	7	0	0
11	 清华大学游泳馆年卡价格	http://baike.1688.com/doc/view-d30068532.html	8	2	2
2	 北京周边 休假	http://www.babytree.com/community/dabenying/topic_1696223.html	5	1	1
7	戒烟的有效方式	http://www.120ask.com/tagcloud/F5noW53BP55Os5KakY5Kak45KiM5Kv55LBH-4.html	3	2	2
2	十渡 野三坡	http://www.22bw.com/beijingnongjiale/beijingnews/36938/	7	3	2
4	 美国航空　行李	http://iask.sina.com.cn/key/5a056a5884aeb2d7175f3b6c.html	1	2	2
2	北京周边适合游玩的地方	http://u.8264.com/home-space-uid-33714449-do-blog-id-127395.html	8	3	3
4	 国际航空 违禁物品	http://feeair.com/news/3572.5192241035121913618.html	5	1	1
10	 iphone6带回国是否有关税	http://bbs.feng.com/read-htm-tid-8328848.html	0	2	2
10	 iphone6售价 国内	http://news.e23.cn/content/2014-10-06/2014A0600049.html	6	3	3
10	 香港iphone6价格	http://www.mafengwo.cn/wenda/detail-2123026.html	1	3	3
1	 新员工培训时大概十个人参与的破冰游戏的玩法	http://ask.wenku1.com/question/%E6%96%B0%E5%91%98%E5%B7%A5%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0.htm	0	3	3
4	中美航班行李限制	http://iask.sina.com.cn/key/599d2dd084ae830db7f89658.html	1	3	3
3	死飞自行车多少钱	http://www.hc360.com/price/dcsfzxc.html	8	3	3
2	12306	http://m.tieyou.com/	4	1	1
3	清华大学西门 死飞自行车	http://mall.cnki.net/magazine/Article/RENW201308034.htm	8	0	0
4	 国际航班手提行李及托运行李要求	https://www.tutengdai.com/news/detail/179593	3	3	3
10	 在香港买iphone6	http://www.newsmth.net/nForum/article/Apple/980188	4	1	1
3	 清华大学附近死飞	http://www.eywedu.com/Article/HTML/60317.html	8	0	0
4	 国际航班 行李	http://www.douban.com/note/428997249/	3	1	0
2	 5月 北京周边 度假	http://ask.qyer.com/question/1386661.html	6	2	1
3	死飞自行车 有什么需要注意的	http://www.cnmo.com/baina/articles/435878.html	0	1	1
2	十渡 野三坡	http://www.mafengwo.cn/wenda/detail-577111.html	8	3	1
3	酷死飞	http://www.iqiyi.com/w_19rtbfv7p1.html	7	2	2
12	 辽宁号 优势	https://lt.cjdby.net/thread-2343989-1-1.html	2	3	3
10	在香港买iPhone6 税	http://www.mafengwo.cn/wenda/detail-5738799.html	5	1	1
10	iphone6报价	http://product.pcpop.com/series/000011267/Index.html	6	3	2
10	iphone6	http://www.trustedreviews.com/reviews/iphone-6	4	1	1
3	死飞报价	http://www.99114.com/price/sifeisifeiche.html	1	3	3
2	5月 北京周边旅行 便利 价值	http://www.360doc.com/content/07/0503/20/24386_480189.shtml	5	3	3
2	 北京周边 旅游 花费	http://lxs.cncn.com/64424/l287381	5	2	2
12	辽宁号的优势和劣势	http://www.taiwan.cn/taiwan/tw_SocialNews/201406/t20140610_6295171.htm	6	0	0
12	航母的战略作用	http://www.crntt.com/doc/7_0_101673891_2_0502001158.html	8	2	2
10	港版iphone6 税	http://youxi.xkyn.com/wy-yuaxiaaroraivioioin.htm	4	3	1
8	 谷歌眼镜使用方式	http://bbs.mydigit.cn/simple/?t617017.html	0	3	3
7	戒烟的方法	http://www.360doc.com/content/10/1007/11/173612_59027167.shtml	8	3	3
12	辽宁号相比于其他航母的优缺点	http://bbs.tiexue.net/post_6319943_1.html	8	2	2
2	 北京周边景点	http://www.xialv.com/beijing	0	3	2
3	北京 久裕	http://www.11467.com/qiye/32125552.htm	1	2	0
2	5月 北京周边旅行	http://travel-tour.blog.sohu.com/87203676.html	9	3	3
4	 国际航班行李须知	http://tupian.baike.com/a1_88_70_19300542004088136860704790357_gif.html	8	1	1
3	 清华附近自行车铺	http://www.dianping.com/shop/27243807/map	0	2	2
12	航母 战略意义	http://shequ.docin.com/app/teamMessage/showTeamTalk?teamId=3237&cardId=821212&talkNum=6	8	2	2
2	五一北京周边游 攻略	https://www.keyunzhan.com/wuyi-2555/	3	1	1
10	apple 香港 官网	http://store.apple.com/hk	0	3	1
10	在香港买iphone6用缴纳关税吗	http://www.customslawyer.cn/xfsd/wptg/201409/61496.html	3	2	2
4	 美国 行李托运	http://china.coovee.net/business1/SmallSort12579934/Index.Html	4	0	0
2	 北京周边 旅游 花费	http://www.tuniu.com/g45114/visa-hz-0/	9	1	1
2	 黄花城水长城 攻略	http://www.chachaba.com/news/travel/guonei/20130328_118494.html	2	3	2
12	 中国第一艘航母辽宁号	http://bbs.tiexue.net/post_12450343_1.html	9	2	1
12	 辽宁号 战略意义	http://ido.3mt.com.cn/Article/201405/show3662982c30p1.html	3	3	1
4	 国际航班　手提行李重量限制　托运行李重量限制　手提　液体　	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	1	3	3
11	清华游泳馆 游泳卡	http://changzhi.58.com/jianshen/25091859392832x.shtml	4	1	1
12	 辽宁舰	http://politics.people.com.cn/n/2015/0613/c70731-27147816.html	18	1	1
1	培训 破冰游戏	http://max.book118.com/html/2017/0105/80280383.shtm	9	3	2
3	 死飞 报价	http://www.huangye88.com/cp/687104.html	2	2	2
11	 清华大学道明游泳馆	http://map.sogou.com/poi/1_100041311104.htm	4	0	0
10	 iphone6内地香港价格	http://bbs.16fan.com/thread-255547-1-1.html	2	2	2
10	港版iphone6支持国内运营商网络	http://www.xici.net/d208067311.htm	5	3	3
2	 北京周边　旅游	http://www.xialv.com/beijing	1	3	2
12	辽宁号数据	http://www.xueersi.com/xue/shiti/506475.html	1	0	0
4	 飞美国 行李携带说明	http://ask.qyer.com/question/941707.html	4	1	1
10	 国内和香港的iphone6的售价	http://www.fuwo.com/ask/4461652.html	9	3	1
3	清华大学附近买一辆死飞自行车	http://yangquan.kuyiso.com/zixingche/	2	1	3
2	  北京周边在自由行攻略	http://www.southmoney.com/lvyou/201711/1760252.html	8	2	2
4	国际航班  哪些物品必须托运	http://www.360doc.com/content/14/0404/12/8896430_366333011.shtml	7	3	3
8	 谷歌眼镜有哪些功能	http://www.360doc.com/content/15/1025/06/535749_508164475.shtml	0	3	3
3	 死飞	http://baike.1688.com/doc/view-d41576010.html	9	2	1
2	秦皇岛	http://tieba.baidu.com/f?ie=utf-8&kw=%E7%A7%A6%E7%9A%87%E5%B2%9B	4	2	1
11	 清华游泳馆 冬季时间	http://store.tejiaquan.com/QingHuaDaXueYouYongGuan-359404911.htm	9	3	3
3	 清华 自行车	http://www.newsmth.net/nForum/article/WuDaoKou/232886	5	3	1
2	 北京周边景区七日游 路线	http://www.96345.net.cn/zhoubianyou/list-7-0-0-299-0-	5	2	2
11	 清华大学 游泳馆 对学生开放时间	http://news.ifeng.com/a/20170330/50862072_0.shtml	5	1	0
1	 十人团队破冰游戏	http://www.360doc.com/content/16/0512/19/33268916_558589846.shtml	9	3	3
12	航母 战略作用	http://www.zhihu.com/question/27945597/answer/68877833	12	2	2
3	 清华大学附近自行车店铺	http://www.61cb.com/t/171645/action/index	3	0	0
1	 新员工，10人左右破冰游戏	http://www.hrloo.com/qa/t/398542	0	1	1
2	 北京周边 一周旅游	http://bj.ganji.com/chuguolvyou/beijingzhoubian/	7	2	2
10	 iphone6国内售价	http://mobile.zol.com.cn/511/5116286.html	4	3	1
1	十人破冰游戏	http://ask.wenku1.com/question/%E5%9F%BA%E7%9D%A3%E6%95%99%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F.htm	9	3	1
12	 辽宁舰 基本信息	http://club.xilu.com/emas/msgview-821955-5177748.html	3	2	2
12	辽宁号与其他国家航母比较	http://www.chinaiiss.com/comment/237/90300.html	1	1	1
4	 国际航班携带液体规则	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	1	3	3
8	 Google Glass 3 Function	http://www.nydailynews.com/news/national/new-google-glasses-video-shows-new-specs-article-1.1269120	5	3	1
2	 北京周边旅行  十天	http://www.cncn.com/xianlu/599971216201/relate	7	2	2
11	 清华大学游泳馆开闭馆时间	http://www.newsmth.net/nForum/article/Diving/2721?p=1	1	1	1
3	 清华大学自行车购买	https://bbs.pku.edu.cn/v2/post-read.php?bid=193&threadid=15896587	1	2	1
12	 辽宁舰	http://v.qq.com/x/page/w0359umpa6s.html	9	1	0
10	 国内和港版iphone6价格	http://finance.chinanews.com/cj/2014/09-12/6585405.shtml	5	1	1
10	 国内和香港的iphone6的售价 	http://bbs.16fan.com/thread-255547-1-1.html	2	2	2
12	 辽宁号的基本信息	http://www.chinaiiss.com/comment/77/168-12	7	1	1
4	国际航班 托运 重量	http://news.163.com/11/1111/11/7IITF84100014AEE.html?f=jsearch	7	1	1
4	 飞美国 哪些不能带上飞机	http://www.babytree.com/community/usa/topic_65246551.html	4	1	1
3	选购死飞自行车 选购注意事项	http://zhishi.maigoo.com/51034.html	4	1	1
2	 北京周边旅游推荐	http://www.babytree.com/community/dabenying/topic_2170329.html	9	1	1
3	死飞自行车	http://coolsifei.com/	0	0	0
2	 北京周边旅游	http://www.zglyzn.com/zbly/	9	3	2
2	 北京周边 一周旅游	http://kuaidi.ping-jia.net/wenti-uebddddahbauagehhd.htm	9	1	1
3	死飞价格	http://www.douban.com/group/topic/82138725/	5	2	3
8	 谷歌眼镜 使用	http://guba.hexun.com/002273,guba,18890267.html	0	2	3
3	死飞自行车购买	http://bbs.tianya.cn/post-no11-4567510-1.shtml	1	0	0
1	团队 破冰游戏	http://www.wenku1.com/list/%E5%9B%A2%E4%BD%93%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	7	2	2
1	 10个新员工培训时的破冰游戏 百度文库	http://ask.wenku1.com/question/%E5%9B%A2%E9%98%9F%E6%8B%93%E5%B1%95%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F%E5%A4%A7%E5%85%A8.htm	3	2	3
7	 戒烟好处，副作用，有效方式	http://www.jyb8.com/jieyan_haochu/	0	2	2
2	北京周边 夏季休假	http://www.dianping.com/search/around/2/0_17982536	7	1	1
11	 清华游泳馆 学生票价	http://www.dianping.com/review/62995129	2	1	1
2	北京周边 7天	http://www.mafengwo.cn/wenda/detail-629200.html	8	1	1
4	 手提行李重量限制	https://www.finnair.com/cn/cn/information-services/baggage/Excess-baggage-fees/baggage-calculator	4	1	1
2	北京周边 夏季休假	http://www.cncn.com/xianlu/731381008458/relate	6	3	2
3	 清华大学死飞自行车	http://hz.edushi.com/cheng/ershouche/3736787.html	7	0	0
11	 清华大学游泳馆 所在地 开放时间 学生票价格 办理游泳卡价格	https://www.ishuo.cn/doc/pltbcqqf.html	6	0	0
3	淘宝	http://licai.taobao.com/	9	2	2
12	航母战略价值	http://www.360doc.com/content/10/1204/17/2845016_74990816.shtml	0	3	1
4	 美国 行李托运	http://www.dragonsea-china.com/hexpress_view/HL_7216.html	6	2	1
3	 死飞自行车 淘宝	http://huaban.com/pins/107764778/	5	1	1
1	 适合新员工培训时采用 大约十人参与的破冰游戏的玩法	http://doc.mbalib.com/view/2c2cb9d9594e5f9ebfa08b430a9bd822.html	4	2	3
3	 死飞自行车售卖	http://www.zixingche.me/	0	3	3
3	 死飞的购买渠道	http://product.pconline.com.cn/smart_bicycleequipment/sosport/893185_comment.html	7	1	1
4	 国际航班行李须知	http://www.dragonsea-china.com/express_view/HL_10600.html	1	3	3
3	 死飞自行车购买	http://bbs.tianya.cn/post-no11-4567510-1.shtml	2	3	3
10	香港代购iphone6	http://s.etao.com/cp/z-O427T6ubrGu7n7aXBob25lNg.html	2	2	2
8	 Google Glasses	http://36kr.com/p/97950.html	4	3	2
1	 破冰游戏	http://www.360tz.net/list78.asp	3	2	2
8	 谷歌眼镜 售价	http://www.bestb2b.com/business_35845729.htm	8	3	3
12	 辽宁号优势劣势 航母作用	http://club.xilu.com/emas/msgview-821955-5189894.html	1	2	2
10	香港 iPhone6	http://bbs.51apple.com/	1	1	1
12	航母 战略地位	http://www.chinavalue.net/Finance/Blog/2012-9-26/932509.aspx	1	2	2
10	 iphone6港版是否支持国内运营商	http://tech.163.com/14/0902/08/A54I7QVR00094ODV.html	4	2	2
1	破冰游戏　公司 	http://www.360doc.com/content/11/1112/15/8119961_163790332.shtml	6	2	3
7	戒烟的好处	http://www.39yst.com/flist/848517-1.html	1	2	2
3	死飞价格区间	http://ganzhou.baixing.com/ershouzixingche/m177950/	2	3	2
12	 辽宁号 比较	http://weibo.com/2160892150/F0iVhE5kj?c=spr_qdhz_bd_baidusmt_weibo_s	7	1	0
12	 辽宁号的优势	http://mini.eastday.com/a/161114100809786.html	9	0	0
10	 iphone6 港版 电信	http://www.dianping.com/home/a745307	4	3	3
2	 北京周边 旅游 五月 价格	http://tieba.baidu.com/f?kz=771817884	9	3	3
2	京西草原	http://www.jqw.com/Businfo/11096598.htm	3	2	2
11	清华大学　游泳馆 	http://gaokao.eol.cn/bei_jing/dongtai/201710/t20171023_1561469.shtml	3	1	1
4	国际航班 必须托运物品	http://www.fengniao.com/pe/0_673335.html	9	3	3
10	 国内和香港的iphone6的售价	http://youxi.xkyn.com/wy-yrauakvxiyoaxivuox.htm	3	2	2
2	山东游玩	http://shandong.cncn.com/	2	3	1
2	野三坡 旅游	http://www.ysplx.com/	8	3	2
12	航空母舰百度百科	http://d.119g.com/f/6EF02FB268610E3C_dx.html	1	0	0
10	港版iphone是否支持国内运营商网络	http://tech.sina.com.cn/t/2014-09-02/18159591014.shtml?wb_uid=&wb_mid=3750498504635788	1	2	2
1	 破冰游戏的玩法	http://www.unjs.com/zuixinxiaoxi/ziliao/20160601000000_1302023.html	3	3	2
7	 戒烟 好处	http://www.haodf.com/zhuanjiaguandian/wangyonglong_1387614662.htm	0	3	3
7	 戒烟 有效方式	http://www.39yst.com/flist/979606-1.html	7	1	0
2	 5月北京周边旅游	http://bbs.tianya.cn/post-house-656306-1.shtml	8	2	2
7	 科学戒烟方式	http://www.laonanren.cc/baojian/20150626/3144.html	2	3	3
4	国际航班 必须手提	http://www.360doc.com/content/17/0529/16/18915734_658233462.shtml	7	1	1
12	 辽宁号优劣势	http://blog.people.com.cn/article/9/1373846077813.html	4	1	1
4	 美国航空　行李	http://ask.qyer.com/question/3440025.html	8	1	2
10	 在香港买iphone6如何带回	http://www.mafengwo.cn/wenda/detail-1629885.html	3	2	2
10	港版iphone6是否支持国内运营商网络	http://ask.zol.com.cn/x/1238814.html	1	2	2
3	死飞自行车多少钱	http://www.meilele.com/article_cat-50/article-9840.html	3	3	3
2	 北京周边 旅游 省钱 方便	http://www.360doc.com/content/13/0220/10/4299739_266697603.shtml	2	3	3
2	 北京 旅游	http://www.bjta.gov.cn/	1	1	1
8	 谷歌眼镜	http://tech.163.com/company/glass/	1	1	1
10	 iphone6 从香港带回内地 关税	http://www.cntrades.com/b2b/lsky89781263/sell/itemid-33955503.html	6	3	1
10	港版iPhone6是否需要关税	http://chicago.nychinaren.com/kw/id_10224/keyid_6876.html	2	2	2
1	 破冰游戏 十人 新员工	http://ask.wenku1.com/question/%E6%96%B0%E5%91%98%E5%B7%A5%E5%9F%B9%E8%AE%AD%E4%BA%92%E5%8A%A8%E5%B0%8F%E6%B8%B8%E6%88%8F.htm	4	3	3
3	清华 死飞自行车 哪里有卖	http://www.hualongxiang.com/read-htm-tid-9029310.html	9	1	1
2	 北京周边 5月 旅行	http://www.nettvl.com/zl/q-311229.html	0	2	1
10	 iphone6 香港 关税	http://www.qgtong.com/xfsd/wptg/201409/62069.html	4	2	3
12	 辽宁号参数信息	http://www.hc360.com/cp/liaoninghaopintu.html	2	0	0
12	 辽宁号参数信息	http://zh.wikipedia.org/wiki/Talk:%E8%BE%BD%E5%AE%81%E5%8F%B7%E8%88%AA%E7%A9%BA%E6%AF%8D%E8%88%B0	5	0	0
3	 清华大学 死飞购买渠道	http://finance.sina.com.cn/roll/2017-04-15/doc-ifyeimzx6406046.shtml	3	0	0
3	Makara死飞公园 价位	http://www.mafengwo.cn/poi/info-120076.html	1	0	0
11	 清华大学游泳馆办理游泳卡价格	http://www.meituan.com/ztbjqhdxyyg	1	2	2
3	 清华 死飞购买	http://gw.xuanliwang.com/cncn/ee3p03vul3ctfsdj4.html	2	1	1
3	清华大学 死飞 价格 注意事项	http://www.zhihu.com/question/59553779/answer/167467291	6	0	0
4	 国际航班 手提行李 液体	http://www.china.com.cn/travel/txt/2007-03/11/content_7938224.htm	9	3	2
8	 谷歌眼镜有哪些功能	https://www.lookmw.cn/doc/stiwii.html	8	3	3
10	 iPhone 6报价	http://www.gome.com.cn/topic/iphone6/	2	3	2
12	 辽宁号航空母舰 排水量信息	http://max.book118.com/html/2017/0101/78837379.shtm	8	3	3
11	 清华游泳馆地址	http://map.baidu.com/detail?qt=ninf&uid=d5464cf833441f54fca77897&detail=life&from=alamap&tpl=mapdots	3	3	3
4	 国际航班携带物品规定	http://www.dragonsea-china.com/express_view/HL_10661.html	5	3	3
7	有效的戒烟方式	http://nan.wenkang.cn/nxbj/xiyan/2124202.html	1	3	3
4	 坐飞机手提行李重量	http://www.mafengwo.cn/wenda/detail-1942402.html	3	3	2
3	购买死飞自行车 注意事项	http://www.cntrades.com/b2b/zixingche77/sell/itemid-18820689.html	2	3	2
2	北京周边游 攻略	http://www.china-10.com/goomai/170713.html	7	3	2
3	清华 死飞专卖店	https://www.taobao.com/oshtml/xianyu-cn/cp_ZGV4y8C3yQ.html	1	3	3
7	戒烟的有效途径	http://max.book118.com/html/2016/1127/65991961.shtm	8	3	3
11	 清华大学陈明游泳馆具体位置	http://www.dianping.com/review/35606795	8	3	3
4	 国际航班　行李规定	http://www.360doc.com/content/16/0304/08/477274_539267630.shtml	0	3	3
4	 飞美国 托运须知	http://www.idp.cn/meiguo/liuxuefeiyong/56698.html	1	1	1
12	辽宁舰 优劣势	http://news.163.com/13/0726/01/94M3MVIF00014AED.html	7	1	0
4	 国际 手提行李 流体总量	http://doc.mbalib.com/view/eb36094c00a3f8ed33aae5c4cbfe8a3c.html	9	1	1
12	辽宁舰	http://hangmu.chinaiiss.com/	0	2	2
7	 戒烟的副作用	http://www.360doc.com/content/10/1020/02/4035090_62345595.shtml	8	0	0
7	 戒烟好处 戒烟方式	http://www.100md.com/index/0M/01/30/50/51/41/Index.htm	6	2	2
12	 辽宁舰 互动百科	http://www.cnmo.com/baina/tech/047AE8/16.html	1	1	0
10	 港版iphone6支持中国联通	http://tech.sina.com.cn/t/2014-09-02/18159591014.shtml	1	1	2
11	 清华大学游泳馆学生游泳卡价格	http://www.newsmth.net/nForum/article/Swimming/852396?p=1	6	3	3
3	 清华 死飞 购买	http://news.sina.com.cn/o/2013-04-01/031926697186.shtml	9	1	1
10	香港iphone6入境需要关税吗	http://gd.sina.com.cn/zh/social/2014-09-11/092311592.html	9	1	1
11	 清华游泳馆 冬季时间	http://www.changzhi.gov.cn/zwfw/zdlyfw/ylws_3287/jkfw/qmjs/tyssxx/201109/t20110921_202923.shtml	5	0	0
3	58同城	http://lc.58.com/	8	3	2
4	国际航班 必须托运	http://ask.qyer.com/question/1816802.html	9	1	1
3	 死飞自行车 购买 海淀区	http://club.autohome.com.cn/bbs/threadowner-a-100002-20509241-1.html	6	1	1
11	 清华大学里的游泳馆	http://career.eol.cn/news/201703/t20170330_1502738.shtml	0	1	1
4	 国际航班对于行李的要求	http://www.pincai.com/article/1033462.htm	1	3	3
2	北京的周边旅行，交通，住宿	http://www.dianping.com/review/17495184	4	0	0
3	 清华死飞自行车	http://xian.kuyiso.com/zixingche/vve7_r800-1000/	6	1	1
4	 国际航班对手提行李的重量限制体积限制，对托运行李的重量限制体积限制，手提行李中能携带多少液体，那些物品必须手提，那些物品必须托运	http://ask.wenku1.com/question/%E5%9D%90%E9%A3%9E%E6%9C%BA%E9%9A%8F%E8%BA%AB%E8%A1%8C%E6%9D%8E%E8%A7%84%E5%AE%9A.htm	0	3	3
10	 iphone6 价格	http://www.ithome.com/tag/iphone6jiage/	7	2	2
3	 死飞自行车售卖	http://gz.58.com/zixingche/21818631031716x.shtml	8	3	2
10	从香港买iphone6价格	http://news.163.com/15/0123/05/AGKC5JC300014AED.html	4	3	3
8	谷歌眼镜 售价	http://www.newhua.com/2012/0703/166477.shtml	0	3	3
2	十渡 住宿	http://www.meituan.com/ztbjsdzstg	6	3	2
4	 国际航班行李箱限制携带液体	http://lxs.cncn.com/72102/n492447	6	2	2
8	 谷歌眼镜 官网	http://www.aliyun.com/ss/6LC35q2M55y86ZWc	7	1	2
12	航母的战略意义	http://shequ.docin.com/app/teamMessage/showTeamTalk?teamId=3237&cardId=821212&talkNum=6	6	1	2
2	 北京周边旅游十天	https://www.keyunzhan.com/tianqi/lingshou	0	0	0
1	 破冰游戏 面试	http://www.wenku1.com/list/%E7%A0%B4%E5%86%B0%E6%B4%BB%E5%8A%A8%E7%AD%96%E5%88%92%E4%B9%A6/	7	2	2
3	清华 死飞专卖店	http://iask.sina.com.cn/key/59afc10584aec7df125fa254.html	4	3	2
10	香港买iphone	http://www.mafengwo.cn/wenda/detail-9444201.html	4	2	2
12	 世界各国航母与辽宁号优劣	http://www.pcstore.com.tw/warmg/M20061415.htm	9	0	0
2	 北京周边旅游十天	http://www.cncn.com/xianlu/599971216201/relate	8	2	2
2	  北京周边7天攻略	http://www.8264.com/xianlu-164-174-110000-710-2-1	0	1	1
12	 辽宁号 历史	http://www.jyeoo.com/physics/ques/detail/a4063666-c037-4a54-af71-d387b31f33a3	2	1	1
3	海淀区死飞店	http://poi.mapbar.com/beijing/MAPOCWFMXNJBXRHBYOQIF/image.html	7	0	0
10	 iPhone 6 香港	http://news.163.com/14/0919/16/A6H4U5KN00014AEE.html	4	3	2
2	承德坝上草原	http://www.feng6.com/	2	0	0
4	 国际航班 行李规定	http://wenku.baidu.com/album/view/4d3f5642336c1eb91a375d49.html	9	1	1
3	死飞价格区间	http://shaanxi.baixing.com/ershouzixingche/m177950-%E4%BB%B7%E6%A0%BC_%5B300%2BTO%2B600%5D/	7	2	2
7	 戒烟方式，好处及副作用	http://www.sbar.com.cn/baike/list/48303	8	3	3
12	 辽宁号作用	http://bbs1.people.com.cn/post/2/1/1/150388890.html	0	1	1
10	苹果香港	http://tech.ifeng.com/a/20160907/44448139_0.shtml	4	3	1
2	 5月 北京周边 度假	http://www.nettvl.com/zl/q-311229.html	0	2	1
11	清华大学陈明游泳馆开放时间	https://www.zhihu.com/question/21141704/answer/250086607	8	1	1
4	 国际航班 哪些行李必须托运	http://www.93ta.com/question/10334090/	8	2	2
4	 国际航班　行李规定	http://www.pincai.com/article/1033462.htm	2	3	3
2	古北水镇	http://www.wtown.com.cn/	3	3	2
3	 清华附近自行车店	http://poi.mapbar.com/beijing/MAPITEHAHIQPTWCNZNSPC	1	3	2
7	戒烟好处	http://nan.wenkang.cn/nxbj/xiyan/2120181.html	1	3	3
10	 港版 iPhone	http://www.cnr.cn/tech/techgd/201409/t20140919_516467040.shtml	1	0	0
4	 飞美国 不能托运	http://ask.qyer.com/question/265492.html	7	1	1
4	国际航班 托运 体积	http://www.wenku1.com/list/%E5%9B%BD%E9%99%85%E8%88%AA%E7%8F%AD%E6%89%98%E8%BF%90%E8%A1%8C%E6%9D%8E%E8%A7%84%E5%AE%9A/	4	2	2
10	港版iPhone6是否需要关税	http://tech.sina.com.cn/t/2014-09-29/09059657532.shtml	3	2	2
11	 清华大学 陈明游泳馆	http://poi.mapbar.com/beijing/MAPITPSWFETESPSOQETPC	0	3	2
10	香港 iphone 关税	http://iphone.tgbus.com/faq/201201/20120106075053.shtml	1	2	2
10	 iphone6国货售价	http://product.pcpop.com/000705264/Index.html	1	3	2
1	 破冰游戏	http://www.wenku1.com/list/%E5%9F%B9%E8%AE%AD%E7%A0%B4%E5%86%B0%E6%B8%B8%E6%88%8F/	6	3	2
3	 清华附近死飞自行车专卖	http://gw.xuanliwang.com/cncn/ee3p03vul3ctfsdj4.html	9	0	0
4	 国际航班 托运规定	http://www.360doc.com/content/16/0610/06/30458787_566407589.shtml	5	3	3
4	 国际航班手提行李要求	http://www.wenku1.com/news/CFE76D1294ED8E0F.html	9	3	3
10	iPhone6 售价	http://product.pcpop.com/000317875/Index.html	3	3	2
3	 死飞自行车价格区间	http://zhangjiakou.baixing.com/ershouzixingche/m177888-m177950-%E4%BB%B7%E6%A0%BC_500/	2	2	2
1	 新员工培训  十人破冰游戏	http://www.wenku1.com/list/%E6%96%B0%E5%91%98%E5%B7%A5%E7%A0%B4%E5%86%B0/	2	2	2
12	相对于其他国家的航母 辽宁号的优势和劣势	http://www.jyeoo.com/physics/ques/detail/46035377-8fde-4433-90a3-60e34cd311c8	1	0	0
2	 北京周边游	http://www.ujj.com.cn/	6	2	2
1	破冰游戏　公司 	http://youxi.tuozhanm.com/	4	1	1
10	港版iphone支持国内运营商么	http://plus.zealer.com/post/59214	6	1	1
12	辽宁号基本信息	http://www.chinaiiss.com/comment/77/168-12	6	1	1
3	 死飞自行车 价格区间	http://shantou.baixing.com/ershouzixingche/m177890-m177950/	8	2	2
1	 破冰游戏 10人	http://www.caoxy.com/news/1902.html	4	3	3
10	香港手机 网络	http://www.mafengwo.cn/wenda/detail-2115684.html	0	3	1
3	天猫	http://ka.tmall.com/	5	3	3
12	 辽宁号 比较	http://slide.mil.news.sina.com.cn/h/slide_8_203_54258.html	2	3	1
3	北京  死飞自行车售卖	http://club.autohome.com.cn/bbs/threadowner-a-100002-20509241-1.html	3	1	1
10	 从香港购买iphone带回国内是否需要缴纳关税	http://www.sohu.com/a/125991528_355797	8	3	3
