,id,studentID,task_id,answer,content
698,810,2016011495,4,        国际航班对随身和托运行李的尺寸、重量规定，以及分别对其中物品如液体种类和数量的相关规定。,"TIMESTAMP=1513855374804	USER=2016011495	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班对随身和托运行李的尺寸、重量规定，以及分别对其中物品如液体种类和数量的相关规定。
"
699,811,2013311064,8,      谷歌眼镜的主要功能有语音通话，参看天气，记录数据  ,"TIMESTAMP=1513855601268	USER=2013311064	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=      谷歌眼镜的主要功能有语音通话，参看天气，记录数据  
"
700,815,2013311064,1,        心灵游戏。准备绳子。,"TIMESTAMP=1513855890082	USER=2013311064	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        心灵游戏。准备绳子。
"
701,816,2013311064,4,        搭乘国际航班的时候，行李要求,"TIMESTAMP=1513855978803	USER=2013311064	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        搭乘国际航班的时候，行李要求
"
702,817,2018000006,7,        戒烟的好处，戒烟的坏处，有效的戒烟方式,"TIMESTAMP=1513856021800	USER=2018000006	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处，戒烟的坏处，有效的戒烟方式
"
703,818,2013311064,4,"        1.经济舱重量是23公斤
2.可以携带两件
3.大小三边周长不能超过158cm","TIMESTAMP=1513856136803	USER=2013311064	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        1.经济舱重量是23公斤
2.可以携带两件
3.大小三边周长不能超过158cm
"
704,819,2013311064,11,        清华游泳馆开馆时间，价格等信息,"TIMESTAMP=1513856168936	USER=2013311064	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华游泳馆开馆时间，价格等信息
"
705,820,2013311064,11,"        1.开放时间一般是中午和傍晚
2.价钱 校外25 教工12 学生7
3.办次数卡 30次 600元 3个月有效","TIMESTAMP=1513856416965	USER=2013311064	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        1.开放时间一般是中午和傍晚
2.价钱 校外25 教工12 学生7
3.办次数卡 30次 600元 3个月有效
"
706,821,2013311064,3,        死飞自行车的价格，购买渠道,"TIMESTAMP=1513856453998	USER=2013311064	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        死飞自行车的价格，购买渠道
"
707,822,2013311064,3,        300元左右,"TIMESTAMP=1513856621996	USER=2013311064	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        300元左右
"
708,823,2013311064,2,        北京周边旅游，价格,"TIMESTAMP=1513856659377	USER=2013311064	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        北京周边旅游，价格
"
709,824,2018000006,7,        1、要保持充足的睡眠和有规律的生活状态；2、身上可以带一些糖果之类的零食；3、保持身心愉悦多运动，不要给自己压力。,"TIMESTAMP=1513856754059	USER=2018000006	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1、要保持充足的睡眠和有规律的生活状态；2、身上可以带一些糖果之类的零食；3、保持身心愉悦多运动，不要给自己压力。
"
710,825,2013311064,2,"        1.河北2.天津
最好天津，环境好，交通方便，花费低","TIMESTAMP=1513856770307	USER=2013311064	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        1.河北2.天津
最好天津，环境好，交通方便，花费低
"
711,828,2013311064,12,        中国第一艘航母辽宁号的信息,"TIMESTAMP=1513856987803	USER=2013311064	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        中国第一艘航母辽宁号的信息
"
712,829,2018000006,2,        5月份一周假期，去北京周边玩儿，住宿交通活动花销，价值和方便程度,"TIMESTAMP=1513857022139	USER=2018000006	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        5月份一周假期，去北京周边玩儿，住宿交通活动花销，价值和方便程度
"
713,830,2016011495,4,"        禁止携带单个容积超过100ml或总量超过1000ml的液体；
手提行李单个重量不可超过7kg；
手提行李尺寸不可超过20*40*55","TIMESTAMP=1513857203232	USER=2016011495	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=        禁止携带单个容积超过100ml或总量超过1000ml的液体；
手提行李单个重量不可超过7kg；
手提行李尺寸不可超过20*40*55
"
714,831,2013311064,12,"        1.辽宁号 主要是按照省份命名的，以防充名
2.之所以叫辽宁号，因为主要在辽宁制造
3.辽宁号改装自苏联的航母","TIMESTAMP=1513857330215	USER=2013311064	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        1.辽宁号 主要是按照省份命名的，以防充名
2.之所以叫辽宁号，因为主要在辽宁制造
3.辽宁号改装自苏联的航母
"
715,832,2016011495,12,        辽宁号的基本信息、参数，其历史，其战略作用以及在国际上的优劣地位,"TIMESTAMP=1513857351446	USER=2016011495	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        辽宁号的基本信息、参数，其历史，其战略作用以及在国际上的优劣地位
"
716,833,2013311064,7,        戒烟的方法，戒烟的好处,"TIMESTAMP=1513857602693	USER=2013311064	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的方法，戒烟的好处
"
717,834,2013311064,7,"        1.戒烟要有计划地去戒
2.戒烟好处很多，比如说患癌的几率减少
3.戒烟的方法最好还是去戒烟的诊所","TIMESTAMP=1513857889793	USER=2013311064	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1.戒烟要有计划地去戒
2.戒烟好处很多，比如说患癌的几率减少
3.戒烟的方法最好还是去戒烟的诊所
"
718,835,2018000006,2,        张家口草原天路，可以自驾游，和同学一起露营。因为5月份了草原很美了，而且离北京不远。,"TIMESTAMP=1513857891170	USER=2018000006	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        张家口草原天路，可以自驾游，和同学一起露营。因为5月份了草原很美了，而且离北京不远。
"
719,836,2018000006,1,        新员工培训，十人游戏，破冰游戏,"TIMESTAMP=1513857973240	USER=2018000006	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        新员工培训，十人游戏，破冰游戏

"
720,837,2013311064,10,        港版iphone是否支持国内运营商网络等信息,"TIMESTAMP=1513858052609	USER=2013311064	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        港版iphone是否支持国内运营商网络等信息
"
721,838,2018000006,1,        孤岛求生 团队互助,"TIMESTAMP=1513858200221	USER=2018000006	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        孤岛求生 团队互助
"
722,839,2018000006,10,        香港和国内的Iphone6价格 从香港买了带回国内是否需要关税 香港买的iphone是否支持国内运营商,"TIMESTAMP=1513858299850	USER=2018000006	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        香港和国内的Iphone6价格 从香港买了带回国内是否需要关税 香港买的iphone是否支持国内运营商
"
723,840,2013311064,10,"        1.内地比港版贵800员
2.港版iphone支持国内的4G网络
3.iphone6价格大概在6000元左右","TIMESTAMP=1513858381711	USER=2013311064	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        1.内地比港版贵800员
2.港版iphone支持国内的4G网络
3.iphone6价格大概在6000元左右

"
724,841,2016011495,12,"        辽宁号是香港商人徐增平向乌克兰买进，之后由我国改造的。
长300余米，宽70余米，排水量五万余吨，舰载人员1000余，正师级编制，舰载机可实现三种方式起飞。辽宁号驻扎青岛，对于日本和其他国家敌对势力起到极大的威慑作用，","TIMESTAMP=1513858411069	USER=2016011495	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        辽宁号是香港商人徐增平向乌克兰买进，之后由我国改造的。
长300余米，宽70余米，排水量五万余吨，舰载人员1000余，正师级编制，舰载机可实现三种方式起飞。辽宁号驻扎青岛，对于日本和其他国家敌对势力起到极大的威慑作用，

"
725,842,2018000006,10,       3G4G都是支持的,"TIMESTAMP=1513858494374	USER=2018000006	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=       3G4G都是支持的
"
726,843,2016011495,2,        从活动、花费和方便程度三方面考虑，查找北京周边合适的五月份一周时间旅游去处,"TIMESTAMP=1513858516344	USER=2016011495	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        从活动、花费和方便程度三方面考虑，查找北京周边合适的五月份一周时间旅游去处
"
727,844,2018000006,3,        在清华大学附近买一辆死飞自行车，价格和注意事项,"TIMESTAMP=1513858528299	USER=2018000006	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        在清华大学附近买一辆死飞自行车，价格和注意事项
"
728,845,2018000006,3,  去清华大学西门的自行车行，质量差不多的几百块，新的。也可以买二手的,"TIMESTAMP=1513858722278	USER=2018000006	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=  去清华大学西门的自行车行，质量差不多的几百块，新的。也可以买二手的
"
729,846,2018000006,8,        谷歌眼镜的价格使用方法,"TIMESTAMP=1513858750155	USER=2018000006	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜的价格使用方法
"
730,847,2018000006,8,        可以拍照，视频等,"TIMESTAMP=1513858865425	USER=2018000006	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        可以拍照，视频等
"
731,848,2018000006,12,        辽宁号航母的信息,"TIMESTAMP=1513858898382	USER=2018000006	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        辽宁号航母的信息
"
732,849,2018000006,12,        中国第一代航母，在苏联海军的帮助下完成，因为在辽宁制造所以才叫辽宁号，2016年已经具备作战能力,"TIMESTAMP=1513859065692	USER=2018000006	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=        中国第一代航母，在苏联海军的帮助下完成，因为在辽宁制造所以才叫辽宁号，2016年已经具备作战能力
"
733,850,2018000006,11,        清华大学游泳馆的价格开放时间 如何办理卡,"TIMESTAMP=1513859100285	USER=2018000006	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        清华大学游泳馆的价格开放时间 如何办理卡

"
734,851,2016011495,2,"        十渡、八达岭长城、野三坡、古北水镇。
我觉得十渡最好，五月份春夏交接，天气暖和适宜运动，自然景色好，可以去十渡赏花看山水，还可以体验漂流，也不会太闷热","TIMESTAMP=1513859270608	USER=2016011495	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        十渡、八达岭长城、野三坡、古北水镇。
我觉得十渡最好，五月份春夏交接，天气暖和适宜运动，自然景色好，可以去十渡赏花看山水，还可以体验漂流，也不会太闷热
"
735,852,2018000006,11,        清华大学校内陈明游泳馆，校内刷卡7元一个小时，工作日晚上和周末白天都开放,"TIMESTAMP=1513859300215	USER=2018000006	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        清华大学校内陈明游泳馆，校内刷卡7元一个小时，工作日晚上和周末白天都开放
"
736,853,2016011495,8,        googleglass的功能、价格、使用方式等信息,"TIMESTAMP=1513859330754	USER=2016011495	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        googleglass的功能、价格、使用方式等信息

"
737,854,2018000006,4,        国际航班 行李重量和体积规定 手提违禁液体,"TIMESTAMP=1513859454734	USER=2018000006	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班 行李重量和体积规定 手提违禁液体
"
738,855,2018000006,4,"       托运的行李体积三边之和不能超过158，重量不能超过23kg，手提的行李体积三边之和不可以超过115，重量不得超过7Kg,随身携带的液体不可以超过100ml，不可以带易燃易爆的液体","TIMESTAMP=1513859758173	USER=2018000006	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=       托运的行李体积三边之和不能超过158，重量不能超过23kg，手提的行李体积三边之和不可以超过115，重量不得超过7Kg,随身携带的液体不可以超过100ml，不可以带易燃易爆的液体
"
739,856,2016011495,8,        可以接打电话、查看短信、眨眼和手势拍照、录像、使用语音助手、地图导航、添加日程等,"TIMESTAMP=1513859909640	USER=2016011495	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        可以接打电话、查看短信、眨眼和手势拍照、录像、使用语音助手、地图导航、添加日程等
"
740,857,2016011495,11,        查询清华游泳馆开馆时间、地点、办卡信息和票价等,"TIMESTAMP=1513859968708	USER=2016011495	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        查询清华游泳馆开馆时间、地点、办卡信息和票价等
"
741,858,2016011495,11,"        地址: 北京市海淀区双清路30号清华大学内(五道口附近)
开放时间
周一 至 周五12：00—13：00
周六、日 12：00—13：30
周六、日 14：00—15：30
周一 至 周五17：30—18：30
周六、日 17：00—18：30
晚场（第一场）每天晚上20：00—21：00
晚场（第二场）21：30—22：30

2. 收费标准
★经校收费委员会批准，游泳馆票价更改如下：
（1） 游泳票价
校外 教工 学生
一小时场 25元 12元 7元
（2）计次卡价格（每张卡共用30次，有效期三个月）
校外 教工 学生
一小时场 600元 280元 150元
注：计次卡办理办法如下：
1.使用学生票、卡，需出示本校本人学生证（包括附中及附小学生）。
2.使用教工票、卡，需出示本校本人工作证（或本人校园卡）。
3.计次卡有效期为三个月，游泳票没有时限要求，丢失不补。","TIMESTAMP=1513860159289	USER=2016011495	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=        地址: 北京市海淀区双清路30号清华大学内(五道口附近)
开放时间
周一 至 周五12：00—13：00
周六、日 12：00—13：30
周六、日 14：00—15：30
周一 至 周五17：30—18：30
周六、日 17：00—18：30
晚场（第一场）每天晚上20：00—21：00
晚场（第二场）21：30—22：30

2. 收费标准
★经校收费委员会批准，游泳馆票价更改如下：
（1） 游泳票价
校外 教工 学生
一小时场 25元 12元 7元
（2）计次卡价格（每张卡共用30次，有效期三个月）
校外 教工 学生
一小时场 600元 280元 150元
注：计次卡办理办法如下：
1.使用学生票、卡，需出示本校本人学生证（包括附中及附小学生）。
2.使用教工票、卡，需出示本校本人工作证（或本人校园卡）。
3.计次卡有效期为三个月，游泳票没有时限要求，丢失不补。
"
742,859,2016011495,7,        戒烟方式、好处以及副作用等,"TIMESTAMP=1513860206011	USER=2016011495	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟方式、好处以及副作用等
"
743,860,2016011495,7,"        1、有心理准备、有毅力，防止复吸
2、想吸烟时寻找感兴趣的事情，分散注意力
3、不要一蹴而就，要循序渐进","TIMESTAMP=1513860757030	USER=2016011495	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1、有心理准备、有毅力，防止复吸
2、想吸烟时寻找感兴趣的事情，分散注意力
3、不要一蹴而就，要循序渐进
"
744,861,2016011495,10,        香港买iPhone6的售价、购买方式、关税以及运营商网络支持问题,"TIMESTAMP=1513860844000	USER=2016011495	TASK=10	ACTION=DESCRIPTION	INFO:	answer=        香港买iPhone6的售价、购买方式、关税以及运营商网络支持问题
"
745,862,2016011495,10,"        在香港购买iphone6要缴纳约10%关税；
16G iPhone6 约等于人民币4425
16G iPhone6 Plus 约等于人民币5058
64G iPhone6 约等于人民币5058
64G iPhone6 Plus 约等于人民币5691
128G iPhone6 约等于人民币5691
128G iPhone6 Plus 约等于人民币6404；
港版iphone6全部支持国内运行商网络","TIMESTAMP=1513861280007	USER=2016011495	TASK=10	ACTION=ANSWER_QUESTION	INFO:	answer=        在香港购买iphone6要缴纳约10%关税；
16G iPhone6 约等于人民币4425
16G iPhone6 Plus 约等于人民币5058
64G iPhone6 约等于人民币5058
64G iPhone6 Plus 约等于人民币5691
128G iPhone6 约等于人民币5691
128G iPhone6 Plus 约等于人民币6404；
港版iphone6全部支持国内运行商网络
"
746,863,2016011495,1,        大约十人的员工破冰游戏,"TIMESTAMP=1513861312655	USER=2016011495	TASK=1	ACTION=DESCRIPTION	INFO:	answer=        大约十人的员工破冰游戏
"
747,864,2016011495,1,"        名字接龙。
不需要特别的准备，大家互换名字，一个人点名字问问题，被换到这个名字的人回答，回答后再点下一个名字。","TIMESTAMP=1513861638323	USER=2016011495	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        名字接龙。
不需要特别的准备，大家互换名字，一个人点名字问问题，被换到这个名字的人回答，回答后再点下一个名字。
"
748,865,2016011495,3,        清华附近死飞购买渠道、价格、注意事项,"TIMESTAMP=1513861669385	USER=2016011495	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华附近死飞购买渠道、价格、注意事项
"
749,866,2016011495,3,"        五道营胡同 Natooke 、大興胡同口Oryx、Mess
Continew
Oryx
Prophet
Aita Cycle

大概价位在四百至四千元不等","TIMESTAMP=1513862368078	USER=2016011495	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        五道营胡同 Natooke 、大興胡同口Oryx、Mess
Continew
Oryx
Prophet
Aita Cycle

大概价位在四百至四千元不等
"
752,869,2018000007,7,       查询戒烟的好处、副作用、戒烟的有效方式等有关于戒烟的信息,"TIMESTAMP=1513925693459	USER=2018000007	TASK=7	ACTION=DESCRIPTION	INFO:	answer=       查询戒烟的好处、副作用、戒烟的有效方式等有关于戒烟的信息
"
753,870,2018000008,3,在清华大学附近购买死飞自行车，查询渠道，价格和注意事项。,"TIMESTAMP=1513927034093	USER=2018000008	TASK=3	ACTION=DESCRIPTION	INFO:	answer=在清华大学附近购买死飞自行车，查询渠道，价格和注意事项。
"
754,871,2018000008,3,清华附近死飞自行车的报价和渠道,"TIMESTAMP=1513927139556	USER=2018000008	TASK=3	ACTION=DESCRIPTION	INFO:	answer=清华附近死飞自行车的报价和渠道
"
755,872,2018000008,3,     苏宁网站购买，可以包邮到清华大学，价格区间为３００－１０００，平均价格为５００左右。,"TIMESTAMP=1513927418163	USER=2018000008	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=     苏宁网站购买，可以包邮到清华大学，价格区间为３００－１０００，平均价格为５００左右。
"
756,873,2018000008,8,        谷歌眼镜的功能，使用方法和售价。,"TIMESTAMP=1513927480651	USER=2018000008	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜的功能，使用方法和售价。
"
757,874,2018000008,8,作为一款装饰品，查询并增加日程，地图功能，好友互动，音乐播放，查询时间，查询天气，视频聊天，ｇｏｏｇｌｅ搜索。,"TIMESTAMP=1513927692258	USER=2018000008	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=作为一款装饰品，查询并增加日程，地图功能，好友互动，音乐播放，查询时间，查询天气，视频聊天，ｇｏｏｇｌｅ搜索。
"
758,875,2018000007,7,        1.当你想要抽烟时，选择其他食品替代，比如口香糖或者其他零食  2.把和抽烟相关的物品丢弃，比如打火机或者香烟盒，减免自己的条件反射  3.下定决心，既然决定戒烟就一口都不再复吸,"TIMESTAMP=1513926505754	USER=2018000007	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=        1.当你想要抽烟时，选择其他食品替代，比如口香糖或者其他零食  2.把和抽烟相关的物品丢弃，比如打火机或者香烟盒，减免自己的条件反射  3.下定决心，既然决定戒烟就一口都不再复吸

"
759,876,2018000008,11,清华大学游泳馆地址、开馆时间、学生游泳价格和办卡价格。,"TIMESTAMP=1513927747570	USER=2018000008	TASK=11	ACTION=DESCRIPTION	INFO:	answer=清华大学游泳馆地址、开馆时间、学生游泳价格和办卡价格。
"
760,877,2018000007,2,        5月份，在北京周边找寻一个旅游周期在一周左右的，在各个方面（时间、金钱、方便程度）都很合适的一个旅游景点,"TIMESTAMP=1513926620988	USER=2018000007	TASK=2	ACTION=DESCRIPTION	INFO:	answer=        5月份，在北京周边找寻一个旅游周期在一周左右的，在各个方面（时间、金钱、方便程度）都很合适的一个旅游景点
"
762,879,2018000008,11,"３５号学生公寓附近，学生游泳７元一次，开放时间
周一 至 周五12：00—13：00　17：30—18：30　20：00—21：00　21：30—22：30
周六、日 12：00—13：30　14：00—15：30　17：00—18：30　20：00—21：00　21：30—22：30","TIMESTAMP=1513928098785	USER=2018000008	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=３５号学生公寓附近，学生游泳７元一次，开放时间
周一 至 周五12：00—13：00　17：30—18：30　20：00—21：00　21：30—22：30
周六、日 12：00—13：30　14：00—15：30　17：00—18：30　20：00—21：00　21：30—22：30
"
763,880,2018000008,7,        戒烟的好处，副作用和方法,"TIMESTAMP=1513928135129	USER=2018000008	TASK=7	ACTION=DESCRIPTION	INFO:	answer=        戒烟的好处，副作用和方法
"
765,882,2015030002,3,        清华大学附近卖死飞的，渠道、价格、注意事项,"TIMESTAMP=1513928243497	USER=2015030002	TASK=3	ACTION=DESCRIPTION	INFO:	answer=        清华大学附近卖死飞的，渠道、价格、注意事项
"
766,883,2018000008,7,"１．买几包不想抽的烟，在最不想抽的时候，强迫自己抽，直到对烟恶心为止；
２．当想抽烟时，用别的东西代替，如口香糖，瓜子等
３．避免和抽烟的人会面。","TIMESTAMP=1513928519957	USER=2018000008	TASK=7	ACTION=ANSWER_QUESTION	INFO:	answer=１．买几包不想抽的烟，在最不想抽的时候，强迫自己抽，直到对烟恶心为止；
２．当想抽烟时，用别的东西代替，如口香糖，瓜子等
３．避免和抽烟的人会面。
"
767,884,2018000008,2,北京周边旅游的花费，价值和方便程度。,"TIMESTAMP=1513928564101	USER=2018000008	TASK=2	ACTION=DESCRIPTION	INFO:	answer=北京周边旅游的花费，价值和方便程度。
"
768,885,2015030002,3,        死飞公园可以买，新手车大概1500左右，但据说较贵，不如自组装。,"TIMESTAMP=1513928621151	USER=2015030002	TASK=3	ACTION=ANSWER_QUESTION	INFO:	answer=        死飞公园可以买，新手车大概1500左右，但据说较贵，不如自组装。
"
769,886,2015030002,8,        谷歌眼镜的功能、使用方式、售价,"TIMESTAMP=1513928655754	USER=2015030002	TASK=8	ACTION=DESCRIPTION	INFO:	answer=        谷歌眼镜的功能、使用方式、售价
"
770,887,2018000007,2,        十渡周边游和秦皇岛。选择秦皇岛吧。5月下海还有点冷，应该属于旅游淡季，人不多，而且秦皇岛的大部分景点都是不需要下海的，可以单纯当作游玩之旅，并且价格便宜，5日游价格在1000元左右。趁假期去吹吹海风、吃吃海鲜，不错的选择。相比之下，十渡景点较少，比较单调。,"TIMESTAMP=1513928006143	USER=2018000007	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=        十渡周边游和秦皇岛。选择秦皇岛吧。5月下海还有点冷，应该属于旅游淡季，人不多，而且秦皇岛的大部分景点都是不需要下海的，可以单纯当作游玩之旅，并且价格便宜，5日游价格在1000元左右。趁假期去吹吹海风、吃吃海鲜，不错的选择。相比之下，十渡景点较少，比较单调。
"
771,888,2015030002,8,        日程、地图、互动、音乐、拍照、时间天气、视频聊天、搜索、信息发送接收,"TIMESTAMP=1513929227086	USER=2015030002	TASK=8	ACTION=ANSWER_QUESTION	INFO:	answer=        日程、地图、互动、音乐、拍照、时间天气、视频聊天、搜索、信息发送接收
"
772,889,2018000007,1,       适合十人参与的破冰游戏,"TIMESTAMP=1513928045085	USER=2018000007	TASK=1	ACTION=DESCRIPTION	INFO:	answer=       适合十人参与的破冰游戏
"
773,890,2018000008,2,"１．京西十八潭
２．爨底下村
３．大溪地度假村
４．张裕爱斐堡国际酒庄

推荐张裕爱斐堡国际酒庄，很像英国的某个小镇，有欧式风格的建筑物，妹子应该很喜欢。还可以带葡萄酒回家，住宿、用餐、参观、娱乐、电玩、KTV、SPA，游乐项目很全面。酒店很美，猎户星座的装饰，到处都能看到鹿角的摆设。唯一的缺点是可能有点贵......","TIMESTAMP=1513929267024	USER=2018000008	TASK=2	ACTION=ANSWER_QUESTION	INFO:	answer=１．京西十八潭
２．爨底下村
３．大溪地度假村
４．张裕爱斐堡国际酒庄

推荐张裕爱斐堡国际酒庄，很像英国的某个小镇，有欧式风格的建筑物，妹子应该很喜欢。还可以带葡萄酒回家，住宿、用餐、参观、娱乐、电玩、KTV、SPA，游乐项目很全面。酒店很美，猎户星座的装饰，到处都能看到鹿角的摆设。唯一的缺点是可能有点贵......
"
774,891,2015030002,4,        国际航班手提行李/托运行李重量、体积限制，液体限制，必须手提和托运的物体,"TIMESTAMP=1513929310966	USER=2015030002	TASK=4	ACTION=DESCRIPTION	INFO:	answer=        国际航班手提行李/托运行李重量、体积限制，液体限制，必须手提和托运的物体
"
775,892,2018000008,12,"辽宁号的信息,辽宁号的历史，战略作用，优势和劣势。","TIMESTAMP=1513929317448	USER=2018000008	TASK=12	ACTION=DESCRIPTION	INFO:	answer=辽宁号的信息,辽宁号的历史，战略作用，优势和劣势。
"
776,893,2018000007,1,"        名称：1块钱，2块钱
介绍：10个新员工，男生代表1块钱，女生代表2块钱，大家按主持人所报钱数抱在一起，输的淘汰或表演节目。
准备：不需要准备任何物品","TIMESTAMP=1513928448745	USER=2018000007	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=        名称：1块钱，2块钱
介绍：10个新员工，男生代表1块钱，女生代表2块钱，大家按主持人所报钱数抱在一起，输的淘汰或表演节目。
准备：不需要准备任何物品
"
777,894,2018000007,12,        查找中国第一艘航母辽宁号的相关信息。包括基础信息、历史、作用、与其他国家航母相比的优势劣势等。,"TIMESTAMP=1513928541164	USER=2018000007	TASK=12	ACTION=DESCRIPTION	INFO:	answer=        查找中国第一艘航母辽宁号的相关信息。包括基础信息、历史、作用、与其他国家航母相比的优势劣势等。
"
778,895,2018000008,12,辽宁号航空母舰是中国第一代及第一艘航空母舰，该舰舰名源自其建造地辽宁省。2012年9月25日，中华人民共和国国防部网站公布名字为“辽宁舰”。同日，在大连造船厂举行入列交接仪式。全舰长：306.45米，排水量43000吨（标准）58900吨（满载），航速　最大航速：29节　经济航速：14节，自持力45天，舰员1691人。,"TIMESTAMP=1513929752942	USER=2018000008	TASK=12	ACTION=ANSWER_QUESTION	INFO:	answer=辽宁号航空母舰是中国第一代及第一艘航空母舰，该舰舰名源自其建造地辽宁省。2012年9月25日，中华人民共和国国防部网站公布名字为“辽宁舰”。同日，在大连造船厂举行入列交接仪式。全舰长：306.45米，排水量43000吨（标准）58900吨（满载），航速　最大航速：29节　经济航速：14节，自持力45天，舰员1691人。
"
779,896,2018000008,1,适合公司新员工培训的破冰游戏。,"TIMESTAMP=1513929790886	USER=2018000008	TASK=1	ACTION=DESCRIPTION	INFO:	answer=适合公司新员工培训的破冰游戏。
"
780,897,2015030002,4,"1. 乘客能随身携带三边之和不超过115cm的一件随身行李，同时还能携带一件三边之和不超过91cm的物品登机。不能超过10kg.
2. 随身携带化妆品其容器容积不得超过100毫升，并应置于独立袋内，接受开瓶检查;
容积超过100毫升的化妆品，请将其放入托运行李中托运。
3. 酒类物品只能托运。
","TIMESTAMP=1513930130389	USER=2015030002	TASK=4	ACTION=ANSWER_QUESTION	INFO:	answer=1. 乘客能随身携带三边之和不超过115cm的一件随身行李，同时还能携带一件三边之和不超过91cm的物品登机。不能超过10kg.
2. 随身携带化妆品其容器容积不得超过100毫升，并应置于独立袋内，接受开瓶检查;
容积超过100毫升的化妆品，请将其放入托运行李中托运。
3. 酒类物品只能托运。


"
781,898,2018000008,1,我是谁，选择一件最适合自己性格的物品带到培训会场。,"TIMESTAMP=1513930160404	USER=2018000008	TASK=1	ACTION=ANSWER_QUESTION	INFO:	answer=我是谁，选择一件最适合自己性格的物品带到培训会场。
"
782,899,2015030002,11,        游泳馆所在地、开放时间、学生票价格、办理游泳卡价格,"TIMESTAMP=1513930160636	USER=2015030002	TASK=11	ACTION=DESCRIPTION	INFO:	answer=        游泳馆所在地、开放时间、学生票价格、办理游泳卡价格
"
783,900,2018000008,4,飞美国的国际航班对行李的限制。,"TIMESTAMP=1513930391585	USER=2018000008	TASK=4	ACTION=DESCRIPTION	INFO:	answer=飞美国的国际航班对行李的限制。
"
784,901,2015030002,11,"地址：东大操场北面
价格：学生7元/次，对外25元/次，办卡30次*5元/次，可用三个月
时间：12：00-13：00，17：30-18：30，20：00-21：30
           周末12：00-13：30，14：15：30，17：00-18：30，20：00-21：00，21：30-22：30","TIMESTAMP=1513930486919	USER=2015030002	TASK=11	ACTION=ANSWER_QUESTION	INFO:	answer=地址：东大操场北面
价格：学生7元/次，对外25元/次，办卡30次*5元/次，可用三个月
时间：12：00-13：00，17：30-18：30，20：00-21：30
           周末12：00-13：30，14：15：30，17：00-18：30，20：00-21：00，21：30-22：30
"
